title,description
Hustling Is Not Stealing: Stories of an African Bar Girl,"Story of a bar girl, Hawa, who has spent her life circulating between
urban centers and rural homelands in Ghana, Togo, and Burkina Faso."
The 11 Immutable Laws of Internet Branding,"Provides &quot;information on how to successfully build your company,
product, service, or self into a hot and profitable brand on the
Internet.&quot;--Jacket."
Silent Rage: Inside the Mind of a Serial Killer,"Profiles the life of serial killer Eddie Cole, who slew his first
victim before he was ten and who killed fifteen others over thirty
years in pursuit of kicks. Original."
"Quilted Scrapbooks: Making Scrapbook Pages With Patchwork, Applique, and Other Quilting Techniques (Memory Makers)","The age-old art of quilting has found its way into the hearts and
scrapbooks of artists across America."
The Real Life of Laurence Olivier,Chronicles the life and career of the late stage and screen actor
The Japanese Corpse,"The police search throughout The Netherlands and finally locate a
corpse. The search for the killer involves a trip to Japan where
DeGier must match his wits with a yakusa chieftain. The fifth in the
Amsterdam Cops series."
The Girl in the Picture: The Remarkable Story of Vietnam's Most Famous Casualty,"Her photograph ... was seen around the world and helped turn public
opinion against the Vietnam War ... This book is the story of how that
photograph came to be taken and what happened to Kim Phuc after it was
taken ."
"Karen's Pen Pal (Baby-Sitters Little Sister, 25)","Karen has made up some white lies to her pen pal Maxie. Now Maxie is
coming to visit and Karen is in big trouble."
We Interrupt This Broadcast,"A few days after Alice Jordan starts a new job at a classical radio
station in Seattle, the sales manager is murdered. Alice turns sleuth
and discovers the man was running an escort service. Suspects include
a bevy of call girls."
July Thunder,"July Thunder by Rachel Lee released on Jan 25, 2002 is available now
for purchase."
Nobody Else Can Walk It for You,"A group of backpackers are terrorized by 3 motorcyclists. test,"
A Time to Sing: A Love Story,"American pop singer Karen Wells falls in love with Edward Vaughn, a
faltering English writer, but their relationship cannot hold strong
against the divisive forces of a love triangle and the ravages of
disease"
Underworld : Book 1,"Original. (A Sony Pictures film, written by Danny McBride, releasing
September 2003, starring Kate Beckinsale, Scott Speedman, Shane
Brolly, Robby Gee, Erwin Leder, Wentworth Miller, Sophia Myles, Bill
Nighy, &amp; Michael Sheen) (Horror)"
"Clifford's First Halloween (Clifford, the Big Red Dog)","Emily Elizabeth reminisces about Clifford as a small red puppy who
loved Halloween."
Easy to Kill,"An elderly lady suspected of murder in the sleepy village of Wychwood
dies--another victim of an unseen hand."
And the Ass Saw the Angel,Euchrid Eucrow - outcast among outcasts.
Fielding's Hot Spots: Travel in Harm's Way (Fielding Travel Guides),"Offers stories and advice about travel in lethal, criminal, and
forbidden places, including Cambodia, Afghanistan, India, the Middle
East, and Rwanda"
The Father Christmas letters,"A collection of illustrated letters from Father Christmas recapping
the activities of the preceding year at the North Pole. The letters
were written and illustrated by the author to his children."
Franklin Covey Style Guide for Business and Technical Communication,"Much more than a grammar and punctuation handbook, this renowned guide
helps users produce documents that reflect quality writing standards."
"Elementary, Mrs. Hudson","Called in by old friend Vi Warner, who believes her employer has been
murdered, a diligent Mrs. Hudson begins an investigation of the snobby
upper-crust St. Clair family and uncovers evidence of a second murder.
Original."
Frankenstein,"All editions are complete and unabridged, and feature Introductions
and Afterwords. This edition of Frankenstein includes a Foreword,
Biographical Note, and Afterword by Keith Neilson."
Cat's Grin: A Novel,"A wise and bitter novel about memory and death. A hat should be tipped
to the translator, too.--The New Yorker"
Ghostwriter (Ghostwriter Mystery Series),"As good a detective as she is at dreaming up whodunits, this gutsy,
single, wisecracking New Yorker has a knack for spotting a nice set of
biceps, a great martini--and the devious turnings of the criminal
mind."
"Messages to Ground Zero: Children Respond to September 11, 2001","Collects poems, letters, and artwork by children from New York City
schools and around the United States that captures their response to
the September 11th terrorist attacks."
Dear Fairies,"Includes eight removable letters, five pieces of stationery with
envelopes, a package of &quot;fairy dust, &quot; glitter, and a
writing pencil. plus gatefold."
"Bookworks: Books, Memory and Photo Albums, Journals, and Diaries Made by Hand","Provides essential guideance with clear step-by-step instructions for
creating a variety of books, pamphlets, albums, journals, and diaries."
Killer Calories: A Savannah Reid Mystery (Savannah Reid Mysteries (Paperback)),"Savannah Reid, the &quot;full-figured&quot; P.I., tracks down the
killer of an actress-turned-health spa owner found dead in her own hot
tub."
Color Me Beautiful Discover Your Natural,"COLOR ME BEAUTIFUL will also help you: develop your color personality;
learn to perfect your make-up color; discover your clothing
personality; use color to solve specific figure problems, and more,
including full-color palettes containing ..."
Changeling Garden,"When a couple moves into a grand old Victorian house, their five-year-
old son begins to develop an unnatural bond with the weird plants in
the backyard, and violent events begin occurring to the townspeople.
Reprint."
Jack Cole and Plastic Man: Forms Stretched to Their Limits,"Pulitzer Prize-winning writer and cartoonist Art Spiegelman and
renowned graphic artist Chip Kidd pay homage to Plastic Man and his
creator, Jack Cole."
The Club,"Four women in the throes of divorce and another, struggling to write
her dissertation and save her marriage, ban together in their pursuit
of love, power, and happiness"
Deadlines and Datelines,"On the culture beat, Rather offers personal interviews and insightful
appreciations as well as a compelling tribute to JFK, Jr. Throughout
these essays, Rather offers readers a wide range of though-provoking
observations, and shows yet ..."
Temptation's Flame (Heartfire Romance),"A New York woman, eager for an adventure, finds a job on a ranch in
Australia and a handsome rancher who fills her heart with love.
Original."
Juneteenth: A Novel,"Shot on the Senate floor by a young black man, a dying racist senator
summons an elderly black Baptist minister from Oklahoma to his side
for a remarkable dialogue that reveals the deeply buried secrets of
their shared past and the tragedy ..."
Soup and Me,"The further adventures and misadventures of Rob and Soup, two boys
growing up in a small Vermont town."
The Case of the Disappearing Princess (The New Adventures of Mary-Kate & Ashley),"Ashley and I are in Hollywood! We came here to see a new movie about
Princess Anna, a real Russian princess."
"40,001 Best Baby Names","For parents interested in infinite possibilities, this is the most
complete and up-to-date baby-naming book on the market."
The New Market Leaders: Who's Winning and How in the Battle for Customers,"Presents a series of benchmarks for measuring business success in the
new economy, analyzes the strategies that exemplify winning companies,
and assesses how these corporations use their customer base to shape
business strategies and ..."
Titanic,"The most detailed and accurate contemporary narrative of that night to
remember--Navy News"
Fondue: The Essential Kitchen Series,"Beautiful photography accompanies dozens of fascinating fondue recipes
for the home chef."
Prophecies Nostradamus And,"This book contains hundreds of predictions covering dates from now up
to the year 2100, not only by Nostradamus himself, but by other great
and famous mystics."
"DenkanstÃ?Â¶Ã?Â?e 2003. Ein Lesebuch aus Philosophie, Kultur und Wissenschaft.","&quot;Ein Lesebuch aus Philosophie, Kultur und Wissenschaft&quot;
(varies)."
Boris the Boring Boar,"Boris bores all of his friends with endless chatter but his nearly
fatal encounter with a wolf teaches him the importance of being a good
listener."
"Bitter Medicine : Two Doctors, Two Deaths, And A Small Town's Search For Justice (St. Martin's True Crime Library)","Now, bestselling true crime writer Carlton Smith reveals the never-
before-told facts and the stunning truth behind two doctors, two
deaths, a surprising trial, and the picturesque town standing in the
shadow of a ghastly killing."
Faster Than Light: Superluminal Loopholes in Physics,"For those who enjoy science as fact and as fiction, a leading expert
on quantum theory imaginatively explains how faster-than-light
communication and travel are actually being explored by physicists."
We Have Never Been Modern,"A summation of the work of one of the most influential and provocative
interpreters of science, it aims at saving what is good and valuable
in modernity and replacing the rest with a broader, fairer, and finer
sense of possibility."
Adventures of Huckleberry Finn,"A photographic facsimile of the first issue of the first edition, in
1885, of the adventures of a young boy traveling down the Mississippi
River with an escaped slave."
The Heart of a Heartless World: Religion As Ideology,"Seeks to explain the origin and development of religion in social,
economic and political life."
Going Solo,"&quot;Going Solo&quot; shows readers how to take their specialized
knowledge--gathered from a job, career, education or life experiences
--and turn it into a profitable, thriving business. Illustrations."
The Secret Daughter  (Raising Cane),"The Secret Daughter by Roz Denny Fox released on Apr 24, 2003 is
available now for purchase."
A Cache of Jewels,"Rhyming text and illustrations introduce a variety of collective nouns
such as a &quot;drift of swans&quot; and a &quot;clutch of eggs.&quot;"
Winter Count,"&quot;Winter Count&quot; consists of nine intoxicating tales of
revelation, singular recorded moments of clarity, magic and
overwhelming truth, from the National Book Award-winning author of
Arctic Dreams and recipient of the John Burroughs Medal for ..."
"Caring Is What Counts, No. 5 (Tale from the Care Bears)","The Care Bears join forces to save a young runaway from the clutches
of Professor Coldheart who wants everybody to lose their feelings."
Finally Found (Love Inspired (Numbered)),"Finally Found by Lyn Cote released on Dec 25, 2001 is available now
for purchase."
"Nina, Nina Ballerina (All Aboard Reading)","Nina is a butterfly. She has pretty wings and a bug mask. But she is
not the only one! There are lots of butterflies. How will her mom know
which one is Nina? Read this funny story and find out!"
The Maiden Bride,"Arriving at the deserted castle and village of Nicholas Bayard, the
warlord husband she has never met, Lady Eleanor is confronted by
Bayard, who hides his identity from her, believing he has no place in
his world for a wife."
Moby Dick or the Whale (Modern Library),"The classic American novel about the doomed voyage of the Pequod in
pursuit of the enigmatic white whale by Larzer Ziff"
"Censored 2001: 25 Years of Censored News and the Top Censored Stories of the Year (Censored, 2001)","An eye-opening collection of &quot;censored&quot; stories highlights
twenty-five politically charged, socially conscious, and controversial
pieces of journalism that stayed on the cutting-room floor. Original.
25,000 first printing."
The Fountainhead,"Tells the story of a gifted architect, his struggle against
conventional standards, and his violent love affair."
"Gettin' Lucky (Love & Laughter , No 50)",She was really unlucky in love.
Say Cheese and Die!  (Goosebumps Series),"Strange things happen when Greg starts using the camera he and his
friends found."
Extreme Faction,"A gripping political thriller, this book follows former CIA officer
Jake Adams into the world of international intrigue and terrorism."
Jeffrey's ghost and the fifth-grade dragon,"Bradford the ghost goes to school with Jeffrey and Laura when they
begin fifth grade, and being both mischievous and invisible he creates
a lot of problems."
Stir-Fry (Williams-Sonoma Kitchen Library),"Presents recipes for a variety of stir-fry dishes, from chicken with
plum sauce to shrimp and pork chow mein, and includes a list of
necessary kitchen equipment For four decades, Williams-Sonoma has
inspired millions of American cooks."
The Witch Trade,"Abby and Spike are drawn into a world of witches, hidden caverns,
fabulous boats, captive children, lost parents, and a quest to find
Ice Dust - the source of magical power."
Eat to Compete,"This book examines the relationship between sound nutrition, body
composition, weight control, exercise performance, and good health."
Office Yoga: Simple Stretches for Busy People,"This handy little book will fit nicely on any desktop, and makes a
great gift for the workaholic in your life."
Charms for Easy Life,"Charms for the Easy Life is the passionate, luminous, andexhilarating
New York Times bestseller by Kaye Gibbons,the acclaimed author of
Ellen Foster and Sights Unseen."
"BÃ©ni, ou, Le paradis privÃ©: Roman (Collection Points. SÃ©rie Point-virgule)",&quot; Mon cœur saigne de honte.
Hacker's Challenge : Test Your Incident Response Skills Using 20 Scenarios,"Find out if you have what it takes to keep the bad guys out of your
network."
Out of the Dark,"Thirteen-year-old Ben, unhappy with his new home in Newfoundland and
haunted by memories of his mother, becomes increasingly absorbed with
the remains of a Viking settlement which inspire him to build and sail
a model ship in her honor."
Weddings for Dummies,"Weddings For Dummies is also for those who are planning: Engagement
parties Bridal showers A wedding involving children An interfaith
ceremony Renewing your vows This book can be picked up at any stage of
your wedding plans."
Controlling High Blood Pressure the Natural Way,"Arguing that high blood pressure can always be controlled through
diet, vitamin supplements, exercise, and stress relief techniques, the
author reveals the secrets to managing the &quot;silent killer."
Passport to Profits : Why the Next Investment Windfalls Will Be Found Abroad - and How to Grab Your Share,"Dubbed &quot;the king of emerging market funds&quot; by The Wall
Street Journal, Mark Mobius is a master at picking international
stocks."
Perestroika : new thinking for our country and the world,Contains primary source material.
Coming Out of Shame : Transforming Gay and Lesbian Lives,"Traces the cultural sources of shame in the lives of homosexuals;
explains how they have internalized this shame, resulting in self-
destructive behavior; and guides them in breaking the power of shame"
The Floating Island: A Tale of Washington,A tale of Washington.
In Search of the Woman Warrior: Four Mythical Archetypes for Modern Women,"The authors present the many Warrior Women figures seen throughout
history &amp; literature, &amp; a system for determining your Warrior
Woman personality."
Just Bloomed: The Art of Boris Lopez,"Here is a gallery of tender fresh blooms, All-American sweetie pies in
all their stunning varieties."
Thorson of Thunder Gultch,"In the heat of a gold rush in the high Montana country, young Tod
Thorson learns about the many wrongdoers who will hurt others for
profit and joins a band of vigilantes to restore order and bring
justice to a town that has gone mad."
UNIX System Programming (2nd Edition),"This text concentrates on the programming interface that exists
between the UNIX kernel and applications software that runs in the
UNIX environment - the UNIX system call interface."
KÃ?Â¼sse regnen nicht von Himmel. ( Ab 12 J.).,"Weil Lily Liebeskummer hat, wird sie nach Berlin zu ihrer Tante
geschickt. Dort lernt sie Tessa kennen und freundet sich mit ihr an.
Doch Tessa hat ein Geheimnis ... Ab 13."
"Go to sleep, little groundhog (Little animal adventures)","An active little groundhog refuses to go to sleep, despite the advice
of several animal visitors, until finally the cricket tries something
that works. Includes facts about groundhog behavior."
Sudden Exposure: A Jill Smith Mystery (Jill Smith Mystery),"Back in uniform and back on the streets, Berkeley cop Jill Smith
pursues a naked protestor through town, until her chase is interrupted
by Bryn Wiley, a former Olympic diver, who claims that someone with an
old grudge is trying to kill her."
Everyday Life (A Child's First Library of Learning),"Answers questions about manners, behavior, responsibility, hygiene,
and everyday life in the United States. An activities section is
included."
Technotrends: How to Use Technology to Go Beyond Your Competition,"Burrus, world-renowned for his extraordinary accuracy in predicting
the technological future, presents fully predictable &quot;hard
trends&quot; and makes them accessible by using a familiar metaphor--a
card game."
Snail Mail No More,As a followup to P.S. Longer Letter Later!
"Mother Earth, Father Sky: Native American Myth (Myth & Mankind , Vol 4, No 20)","Explore the rich worldview of the first Americans, from creation
stories to tales of the afterlife."
Future Quartet: Earth in the Year 2042 : A Four-Part Invention,"Based on technological and scientific forecasts, four science fiction
authors--Ben Bova, Frederik Pohl, Jerry Pournelle, and Charles
Sheffield--offer their views of the future"
Shape-Shifter: Stories,"A collection of twelve stories, features stories of a hapless petty
thief, a light-skinned Guyanese girl, and a stranger in England who
experiences a recurrent nightmare"
The Woman Who Was Not All There: A Novel,"After divorcing her husband, Marjorie LeBlanc struggles to raise and
support her four children and find her own identity"
"The Bloomsbury Dictionary of Music: From Dvorak to Dylan, Machaut to Motown","This dictionary contains over 10,000 entries, complemented by 200 line
illustrations and musical examples, an extensive thematic bibliography
and a glossary of muscial terms in four languages."
Deep Water Passage,"The first woman to circumnavigate Lake Superior by kayak retraces her
sixty-five day journey through raging storms and freezing cold into
the light of spiritual fulfillment"
Kowloon Tong.,"Die letzten Tage Hongkongs vor der Rückgabe an China: ein naiver Brite
mit exzentrischem Hang für das Rotlichtviertel gerät in einen Abgrund
von Intrigen, Machtspielen und Verrat."
Changing Land,"But Jelerak, Lord of Castle Timeless, was missing. And around the
Castle, the Changing Land was a sorcerous maelstrom of warped reality
and living nightmare created by the awesome magic of the insane god,
Tualua."
Red Baker,"After being laid off by Larmel Steel, forty-year-old Baltimorean Red
Baker boozes and seeks solace in illicit sex before his passionate
vitality and capacity for loyalty and love redeem him and enable him
to start again"
Pyramid,"Text and black-and-white illustrations follow the intricate step-by-
step process of the building of an ancient Egyptian pyramid."
A Kick in the Assets: 10 Take-Charge Strategies for Building the Wealth You Want,"In this fast-paced guide, he offers ten easy steps (plus plenty of to-
do lists, insider tips, and understandable examples) to help you . . .
-- define success for yourself and discover what you really want --
get out of debt . . . and stay ..."
Across a Rebel Sea (Heartfire Romance),"Cassandra Valcour, a New Orleans belle turned notorious blockade
runner, flees the authorities for a cause and meets her match in
Nicholas Forrester, a handsome Union spy. Original."
Lithium Murder (Worldwide Mystery),"The Lithium Murder by Camille Minichino released on Jul 25, 2001 is
available now for purchase."
Ringworld: A Novel,"A two-headed creature and a large red-furred carnivore are among the
members of a party which arrives to explore a mysterious world
fabricated in the shape of a ring"
Breaking the Surface,DO NOT CATALOGUE
The Rogue,"Determined to find out who is attempting to murder him, the roguish
Merlyn Lammergeier pretends to be dead, willing his estate to his
beautiful estranged wife, Ysabella, and then masquerades as a ghost to
uncover the truth. Original."
Secret Song,"Roland de Tournay meets his destiny when he must rescue Daria of
Fortescue from a Welsh stronghold."
The Berenstain Bears and the Drug-Free Zone (A Big Chapter Book),"Brother and Sister Bear try to solve the mystery of how illegal drugs
are getting into their school."
Bird Mobiles,"A bird is a particularly appropriate subject for a mobile and each of
the ones in this collection is a source of continuing pleasure. Cut
them out from the book and glue them together following the simple
instructions."
ZÃ?Â¤hl nicht die Stunden.,"Erfolg im Beruf, ein attraktiver Mann und eine reizende Tochter -
Mattie Hart hat vieles, wovon andere nur träumen."
Death on Demand,"Two economists plod and stumble their way through the web of murder
and intrigue surroundig the sudden death of Lord Halsey in the midst
of his hostile takeover attempt of &quot;Artworld&quot;, a prestigious
American art magazine."
Masai and I,"Linda, a little girl who lives in the city, learns about East Africa
and the Masai in school, and imagines what her life might be like if
she were Masai."
The Magic Life - A Novel Philosophy,"James Carpenter, a young man happy on the outside, but on the inside
bored with his life, and unfulfilled in love, until one day he has a
seemingly coincidental meeting with a street magician, who challenges
him to a simple test that ..."
Detective Inspector Huss,"&quot;Add the voice of Helen Tursten to the list of mystery writers
who know how to craft a truly satisfying police
procedural.&quot;—Philadelphia Inquirer &quot;An absorbing,
intelligent mystery that holds its own alongside the best feminine
hardboiled ..."
Snow White and Other Fairy Tales (Dover Children's Thrift Classics),"Eleven timeless tales recount the adventures of &quot;The Brave Little
Tailor,&quot; &quot;The Elves and the Shoemaker,&quot; &quot;The
Twelve Dancing Princesses,&quot; &quot;Jorinda and Joringel,&quot;
&quot;The Fisherman and His Wife,&quot; and more."
First In His Class : A Biography Of Bill Clinton,"In this richly textured and balanced biography, Maraniss reveals a
complex man full of great flaws and great talents. First in His Class
is the definitive book on Bill Clinton."
"Sorcerers of the Nightwing (The Ravenscliff Series, Book 1)","Unaware of his sorcerer heritage and unable to explain his
supernatural powers, fourteen-year-old Devon March is sent to live at
Ravenscliff, where he must single-handedly fight off the evil forces
of the Hellhole."
Sleeper - Volume 2 : All False Moves,"Holden Carver is part of a world-spanning secret organization headed
by Tao, super-manipulator and ruthless criminal mastermind."
Armageddon: A Novel,"Timed to coincide with the July 4th release of the film starring Bruce
Willis, this novelization of the science fiction fantasy film takes
audiences on a suspenseful rollercoaster ride when the world faces
complete destruction by an immense ..."
Langenscheidts Kurzgrammatik Latein,"Einprägsam durch zahlreiche Anwendungsbeispiele - genau erklärt und
übersetzt ..."
Cyrion,"In grave danger, Roilant seeks help from Cyrion, whom the legends
describe as a powerful swordsman and sorcerer"
Essential Pasta and Pizza,"More than sixty authentic pizza, bread, and pasta recipes feature such
traditional favorites as Spaghetti Carbonara and Linguini with Pesto
Sauce, as well as lesser-known temptations including Tomato and Basil
Tarts."
The Glass Cocoon,"Phillip Craven and Patricia Ridgeway were strangers living their lives
quietly until their paths crossed one day by accident on an Internet
chat room."
Echoes,"A California mayor is falsely accused of murder, an ex-starlet is
blackmailed for sexual adventures she cannot remember, and Laura, a
reporter, suspects a hellish connection, involving herself either as
the source or the ultimate victim"
Dogs of God,"A tale of malevolence and violence, this &quot;stunning novel&quot;
(New York Times Book Review) is the story of Tannhauser, a crazed
backswoodsman turned drug lord, and the idiosymcratic characters who
are enticed into his destructive orbit."
Autobiography of a Fat Bride : True Tales of a Pretend Adulthood,"A selection of autobiographical essays, stories, and anecdotes
provides a look at the pitfalls and pains of trying to live a grown-up
life, contemplating such topics as children, home improvement,
religion, and cosmetic saleswomen."
Twenty Years at Hull-House: With Autobiographical Notes (Penguin Twentieth Century Classics),"A pioneering social worker relates her experiences and observations
about the settlement house she founded"
"Daughter Merger (Superromance, 944)","The Daughter Merger by Janice Kay Johnson released on Sep 22, 2000 is
available now for purchase."
Spiritual Growth: Being Your Higher Self (Earth Life Book III),"This new book focuses on acquiring the skills for handling everyday
life withmore joy, harmony, peace, and light. Here are more of the
shared teachings ofSanaya Roman and her spirit guide, Orin, for whom
she acts as a channel."
"Protecting Jennie (Harlequin Historical Series, No 542)","Protecting Jennie by Ann Collins released on Nov 24, 2000 is available
now for purchase."
Pharmacology and the Nursing Process,"This new edition offers updated and revised content, keeping users up-
to-date on the very latest pharmacology information."
Sandra Day O'Connor (The Great Lives Series),"Traces the life and career of the first woman appointed a Supreme
Court justice"
Die Maerchen der Brueder Grimm,"Disere Band vereint alle Märchen der Brüder Grimm. Ungekürze und im
Wortlaut der letzten zu Lebzeiten der Brüder Grimm erschienenen
Ausgabe. -- 4ème de couverture."
Assignment In Eternity,"Tells the stories of a secret league of supermen, telepathic powers, a
genetic engineering project, and time travel"
The Eye of the Beholder,"Just when Jane, a television journalist, is desperate for a story, she
finds a corpse in an obscure archive and begins a deadly mission to
find the link between the murder and long-buried Nazi secrets"
Der Gesang des Meeres. Beach Music.,"Pat Conroys Roman erzählt von der Flucht eines Mannes vor sich selbst
und vor der Vergangenheit."
Stiletto,"A young Italian aristocrat and member of the Mafia, Cesare Cardinali
is out to kill four men awaiting trial, but Special Agent George Baker
has his own motives for wanting them alive"
"Michelin Green Guide: Great Britain, 1991/541 (Green Guides)","Information on history, culture, architecture."
FEEL FREE,"In Feel Free this esteemed psychiatrist has developed a master plan so
you can get what you really want without feeling guilty."
"The Bombardier Story: Planes, Trains, and Snowmobiles","And hundreds of thousands enjoy their leisure hours at play on Ski-Doo
snowmobiles and Sea-Doo watercraft. The Bombardier Story tells the
fascinating tale of a company riding the ups and downs of a six-decade
journey to the top."
Bermuda Triangle,"Discusses the ships, small boats, and airplanes that have mysteriously
vanished in the area between Florida, Bermuda, and Puerto Rico,
offering possible natural and supernatural reasons for the
disappearances"
I And Thou,"This volume should provide a new basis for all future discussions of
Buber."
Slice,"A specialist on serial murderers, Jack Eichord studies a trail of
gruesome murders leading from Chicago to his neighborhood in Atlanta,
and he suspects that a serial killer he had left for dead is still
alive and out for revenge"
The Field: The Quest for the Secret Force of the Universe,"Reveals that the human body is surrounded by a field of
electromagnetic energy that profoundly influences physical and mental
health, identifying a link between humanity and the cosmos while
investigating areas of alternative medicine to ..."
Anger Among Angels: Shedding Light on the Darkness of the Human Soul,"In this groundbreaking work, therapist William DeFoore shows us why
the only way to address the violence, cruelty and perpetra­tion of
harm in the world around us is to frrst traverse the dark dimension of
our own soul."
"Eyes on the Prize: America's Civil Rights Years, 1954-1965 (African American History (Paperback))","Traces the history of the civil rights movement, focusing on the
unheralded activists who brought the movement to life"
From Beirut to Jerusalem (Updated with a New Chapter),"Examines Israeli-Palestinian relations, the PLO, Israeli politics,
Lebanese factions, news reporting from the Middle East, and other
issues of the Middle East."
The Mom Factor,"Describes various styles of mothering, provides advice for adults on
how to reconcile with their mothers, and discusses the conflict
between nurturing and outside work"
"Sos Help for Emotions: Managing Anxiety, Anger, and Depression","SOS Help For Emotions can help you to: -- Know your emotions -- Manage
your emotions -- Attain greater contentment -- Achieve your personal
goals -- Understand cognitive behavior therapyBeautifully captures the
spirit of Rational Emotive ..."
Ritual Body Art: Body Painting for Ritual & Magic,"Covers: a brief history of body art; how body art works its magic;
symbols (and their meanings) used in body art; meanings of the colors;
ritual and makeup; masks and masking; ritual apparel and props; ritual
jewellery; scents; the setting ..."
The 158-Pound Marriage (Ballantine Reader's Circle),"The darker vision and sexual ambiguities of this erotic, ironic tale
about a ménage a quatre in a New England university town foreshadow
those of The World According to Garp; but this very trim and precise
novel is a marked departure from ..."
Famine Echoes,"Famine Echoes gives a unique perspective on the greatest tragedy in
Irish history as descendants of Famine survivors recall the community
memories of the great hunger."
The Woad to Wuin: Sir Apropos of Nothing Book 2,"Denying his historic destiny and doing his best to be ignoble and
unheroic, the charming and devious anti-hero Apropos nonetheless finds
himself defending an entire town against certain doom--even if his
definition of saving the town seems ..."
Fingerprints of the Gods,"A search for evidence of a pre-ancient, advanced civilization
speculates about an Atlantis-like world and makes predictions about
forthcoming geological disasters. By the author of The Sign and the
Seal. 35,000 first printing. Tour."
Sisters,"Three novellas by African-American women writers explore the emotional
and spiritual connections between sisters, bonds that are tested by
the men in their lives and the drive to make it in the world.
Original."
Joined at the Heart: The Transformation of the American Family,"Over the past two generations, cultural shifts and economic pressures
have profoundly affected every family in the nation: balancing work
and family now poses a bigger challenge than ever before, day-care and
after-school child care ..."
"A lexicon of Jewish cooking: A collection of folklore, foodlore, history, customs, and recipes","The book is filled with stories &amp; anecdotes, &amp; has special
sections on the most important Jewish holidays &amp; the foods they
feature."
The Laughing Corpse (Anita Blake Vampire Hunter (Paperback)),Gyser.
Finding True Love: The Four Essential Keys to Discovering the Love of Your Life,"Examines the preparation for a fulfilling relationship by cultivating
the four essential qualities of the soul--faith, intention, trust, and
surrender"
Shore to Die,"The head of Island Contracting, an all-woman construction crew, Josie
Pigeon fears that one of her own employees may be a murderer when she
discovers a dead body hidden on a construction site. Original."
The Words Under the Words: Selected Poems,"A collection of poems in which the author draws upon her experiences
as a Palestinian-American living in the Southwest, and her travels in
Central America, the Middle East, and Asia, to comment upon the shared
humanity of different cultures ..."
Pooh's Honey Tree (Winnie the Pooh First Reader),"Winnie the Pooh devises a plan to fool some bees and get honey for his
empty tummy."
Carolina Autumn (Laurel Leaf Books),"As she begins high school, fourteen-year-old Carolina tries to come to
terms with the death of her father and older sister, while dealing
with difficult relationships with her mother and best friend and a
budding romance with the boy next ..."
"Courted By A Cowboy : Texas Sweethearts (Harlequin American Romance, 993)","Courted By A Cowboy by Mindy Neff released on Oct 24, 2003 is
available now for purchase."
History of Sex and Morals in Ireland (Celtic Ireland),"In this entertaining and illuminating book, Aongus Collins surveys
changing attitudes to sexual and moral issues in Ireland from the
earliest times, including the Brehon Laws, to the present day and the
sex scandals that have rocked the ..."
All that Lives: A Novel of the Bell Witch,"Murder and unspeakable evil follows the distinguished Bell family as
they are plagued by violent and malevolent unseen forces, but an evil
far greater than the Bell Witch lurks deep within the Bell home."
Lonely Planet Romania & Moldova (Lonely Planet Romania & Moldova),"Explores the land of legendary vampires and provides background on the
history, politics, and cultures of both countries while offering
travel information on hotels, restaurants, and attractions"
La promesa del arco iris,"La hermosa Julia Turner habia conocido el amor anos atras... pero le
habia destrozado el corazon."
The Poverty of Affluence: A Psychological Portrait of the American Way of Life,"Argues that materialism lessens enjoyment of life and suggests
formulating new goals and values that stress community and self-
actualization"
Lethal Heritage (Battletech),"In the first volume of the Blood of Kerensky trilogy, the five warring
Successor States of the Inner Sphere confront a new, mutual threat,
the invasion of the Clans, technologically superior, bioengineered
warriors. Original."
Newbery Medal Box Set,"Here is a wonderful gift for any young reader--a boxed set of three
highly acclaimed, immensely popular Newbery Medal-winning books."
"Pre-Algebra, Book 2 (Straight Forward Math Series/Book 2)",Introduction to Algebra: Variables; Integers; Rational Numbers.
The Right to Die: Understanding Euthanasia,"Assesses the pros and cons of euthanasia and examines significant
legal and medical precedents that affect the right to die, in a
treatment that covers active and passive euthanasia and suicide"
Bus 9 to Paradise,"The internationally popular author talks about life and experience and
the joys of loving and living the fillness of life with passion"
SEPARATE REALITY,"The author chronicles his efforts to expand his consciousness and
increase his awareness of life through his apprenticeship to an Indian
sorcerer"
Treasures of the Snow,"Annette vows revenge when her brother is crippled by the village
bully."
"Day of the Dead : A Novel of Suspense (Jance, Ja)","A novel that bristles with electrifying intensity and is alive with
the breathtaking atmosphere and rich characterizations that have
become J. A. Jance trademarks, Day of the Dead is a gripping and
extraordinary journey into the darkness -- ..."
NAMING THE SHADOWS,"Naming the Shadows is the first book to offer practitioners and
students-in-training an in-depth exploration of a trauma-focused
approach to individual and group psychotherapy that respects
scientific rules of evidence and at the same time ..."
Vicki and the Black Horse,"Vicki restores a half-starved pony to health and it becomes the
inseparable pal of Pat, a thoroughbred."
All The Man I Need,"Searching for a man who will fit into her elite, social-climbing
lifestyle, successful and sophisticated public relations expert Lana
Hargrove finds herself falling for Justin Larkin, the dashing private
detective who has been following her ..."
Vineland,"Ex-hippie and unemployed FBI sting specialist Frenesi Gates must
confront her past when former commune-mates start disappearing and an
old lover turns up after fifteen years"
Schwefelhochzeit.,"En yngre kvinde, Jenny, får som ansat på et plejehjem i England et
særligt forhold til en gammel døende kvinde, der betror hende en
kærlighedshistorie, som i mange henseender er Jenny særdeles
vedkommende"
