title,description
The Rancher's Daughter : Montana Mavericks (Silhouette Special Edition),"The Rancher&#39;s Daughter by Jodi O&#39;Donnell released on Sep 30,
2003 is available now for purchase."
"Dear Lonely In L.A. ...  (Where Were You When The Lights) (Harlequin American Romance, No 645)",9
The Horus Road: Lords of the Two Lands: Volume 3,9
Lovespell      Hqn,9
A New Brand World: 8 Principles for Achieving Brand Leadership in the 21st Century,"A guide to brand-building profiles the success of Nike and Starbucks
to reveal their strategies and how to apply them for significant
growth for any size business, analyzing why certain brands have
succeeded or failed. Reprint."
Halls of Justice,9
"The Big Book of Thugs : Tough as Nails True Tales of the World's Baddest Mobs, Gangs, and Ne'er do Wells! (Factoid Books)",9
Don't Look at Me Like That,"As sharp and startling now as when it was written, Don&#39;t Look at
Me Like That matches Diana Athill&#39;s memoirs After a Funeral and
Instead of a Letter in its gift for storytelling and its unflinching
candour about love and betrayal."
Hamlet (Folger Shakespeare Library),9
A Crafter's Book Of Santas: More Than 50 Festive Projects,9
"Fire And Sword (Harlequin Historical, No 243)","Fire And Sword by Theresa Michaels released on Sep 23, 1994 is
available now for purchase."
Shapes (My First Learning Books),9
Confronting the Horror: the Aftermath of Violence,9
"The Loss of Self: A Family Resource for the Care of Alzheimer's Disease and Related Disorders, Revised Edition","A valuable resource for those grappling with the devastating problem
of Alzheimer&#39;s disease helps families confront the illness and
plot a treatment regmen."
Gulliver's Travels (Wordsworth Classics),"An Englishman is shipwrecked in a land where the people are only six
inches tall."
THAT HIDEOUS STRENGTH,"Dr. Ransom enters the increasingly pressing conflict between science
and ethics and embarks on a mysterious journey"
Hunter's Touch,9
Highland Princess,"SHE REFUSED TO BE ANY MAN&#39;S PRIZE The only sister to twelve
warrior brothers, Princess Bera is more at home on the battlefield
than at the hearth."
The Last Gunfighter: Ghost Valley (Last Gunfighter),"In his acclaimed Mountain Man novels, master storyteller William W.
Johnstone created a boldly authentic series that captures the
vanishing American frontier."
Edgar Cayce on Soul Mates: Unlocking the Dynamics of Soul Attraction,"Gain insights into your life and relationships as you explore the
question of soul mates through case histories from the Edgar Cayce
readings, plus contemporary examples."
OMS en sÃ?Â©rie,9
The Hideout,"Feeling unloved by his mother and new stepfather, Andy hides out in a
luxurious San Francisco hotel and stages his own kidnapping in order
to obtain ransom money to pay for a trip to England to see his father."
Food Is Your Best Medicine,9
The GREAT GATSBY (Scribner Classic),9
Service of All the Dead,"Chief Inspector Morse, a middle-aged bachelor with a fondness for
crossword puzzles, Mozart, and attractive women, investigates a series
of suspicious and sinister events at Oxfords Church of St. Frideswide"
"Naturally Loving (Harlequin Presents, No 1587)",9
"Lassie, Hayloft Hideout (Lassie Hayloft Hideout)","When ten-year-old Sarah discovers a family of five children living in
an abandoned barn, she and her brother&#39;s dog, Lassie, come to
their rescue."
Stein und FlÃ?Â¶te. Und das ist noch nicht alles.,9
Passionate Choice (Harlequin Presents),"Passionate Choice by Flora Kidd released on Feb 20, 1987 is available
now for purchase."
"Sun-Runner's Fire (Dragon Prince, Book 3)",9
Computer programming and architecture--the VAX-11,9
Women's Lives in Medieval Europe: A Sourcebook,"Provides a look at the lives of women in Medieval Europe, examining
the living conditions of women in different classes of society Through
public and private records, letters, laws, historical and personal
narratives this book uniquely ..."
Australian Tea Tree Oil Guide,"Contains current clinical research into tea tree oil&#39;s
effectiveness against conditions ranging from acne to candida."
A Single Man,9
Daily Strength for Daily Needs,"In this daily devotional, some of the most inspirational wisdom is
offered by famous Christian writers like Jeanne Guyon, Hannah Whitall
Smith, and Charles Wesley."
In Concert Performance,"A fallen angel walks the Earth in the form of a domovoi, or domestic
spirit of Russian folklore, and makes a grieving woman fall in love
with him, which wreaks havoc on an entire family"
Bears on Bears: Interviews and Discussions,"They often drive trucks as well. Challenging, thought-provoking, and
often humourous, this is a penetrating study of an often marginalised
gay culture - albeit one with a lot of members."
Silversword,9
I Had Seen Castles,"Now an old man, John is haunted by memories of enlisting to fight in
World War II, a decision which forced him to face the horrors of war
and changed his life forever."
"Without Rainbows (Harlequin Romance, No 2980)","Without Rainbows by Virginia Hart released on Mar 24, 1989 is
available now for purchase."
"The Boys' Crusade : The American Infantry in Northwestern Europe, 1944-1945 (Modern Library Chronicles)","Looks at World War II in Europe, from D-Day to the fall of Berlin,
from the perspective of the American infantry soldiers who fought,
capturing the horrors and hardships of battle while dealing with
issues of leadership, strategy, and ..."
Guide to Healthy Houseplants (#06799),9
The Last Best Hope (Matthew Hope Mysteries (Paperback)),9
Les infortunes de la vertu,"Pour beaucoup, ce texte constitue la création la plus originale du
marquis."
The Scourge of Scapa Flow,9
"Hear Me Roar: Women, Motorcycles, and the Rapture of the Road","Chronicling the bold world of women in motorcycling, this book
encompasses the freedom, the independence, the excitement, the mythsm
the sensuality, and the phenomenon."
The Hunchback of Notre Dame,9
Your Five Year Old: Sunny and Serene,"These books will help parents to better understand their children and
will guide them through the fascinating and sometimes trying
experiences of modern parenthood.”—Donald J. Cohen, M.D., Director,
Yale Child Study Center, Irving B. ..."
Die Zeit der Rosen.,9
White Wolf,"When Jessica Jones disguises herself as a boy to ride with her
brothers on a wagon train to Oregon, half-Native American wagon master
White Wolf sees through her clever ruse, and together they embark on a
tumultuous journey of passion and ..."
Real Diana,"Finally, telling the story Diana wanted her to tell, Lady Colin
Campbell uncovers the real Diana: complex, conflicted, and always
intriguing."
Dead in the Mud: An Amanda Hazard Mystery (Amanda Hazard Mysteries),"When the Country Commissioner of Vamoose, Oklahoma is found dead in
the mud beside his pickup truck, Amanda Hazard is convinced it&#39;s
murder."
"Experiment, Design and Statistics in Psychology (Penguin Psychology S.)","In straightforward, non-technical language, Colin Robson describes how
to design, carry out, analyze and interpret simple psychological
experiments."
"Bounty Hunter (Loveswept, No 707)","Hired to find a runaway wife, bounty hunter Kane Hawthorne instead
finds himself drawn to his desperate and distrustful quarry, Elizabeth
Lawson. Original."
Living the Dream: My Life and Basketball,"The star of the Houston Rockets chronicles the cross-cultural journey
from his Nigerian childhood to the heights of fame with the NBA,
discussing his life on and off the court, rivalry with other players,
confrontations with owners and ..."
7 Keys of Charisma: Unlocking the Secrets of Those Who Have It,9
A Cry Like a Bell (Wheaton Literary Series),9
Hard Merchandise (Star Wars: The Bounty Hunter Wars (Paperback)),"In the epic conclusion of the Bounty Hunter Wars trilogy, Boba
Fett&#39;s discovery of evidence linking Prince Xizor to the murder of
Luke Skywaker&#39;s aunt and uncle makes him a target of powerful
enemies as he struggles to protect a beautiful ..."
"Tree Grows in Brooklyn, A",9
Sweet Auburn,9
Rat Race,9
Die Erscheinung.,9
The New Springtime,9
Vanilla and Other Stories,"In Dorsey&#39;s distinctive spare prose, these polished gems of
prairie realism and surrealism lay bare and minutely examine
individuals&#39; relationships to themselves, each other, and the
landscape through which they move -- a landscape that is ..."
Love and Nausea,"Robert, married to the shrewish Deborah, reminisces over a youth spent
imitating the hero of Sartre&#39;s Nausea and he remembers with
longing his first love, Eva."
A Murder in Mayfair : A Novel of Suspense,"With A Murder in Mayfair, Barnard gives us a compelling new story set
in the same intriguing London milieu, where power, politics, and
personality make a lethal mix."
Las Cosmicomicas/Cosmicomics,9
The Emerald City of Oz (Books of Wonder),"All the enchantment of Oz is here for a whole new generation to
discover in this deluxe new edition featuring ninety black-and-white
pictures and sixteen dazzling five-color plates by Oz artist John R.
Neill. Afterword by Peter Glassman."
Alfreda's World,9
Families at the Crossroads: Beyond Traditional & Modern Options,"Returning afresh to the biblical story, Rodney Clapp articulates a
challenge to both sides of the critical debate on the future of the
family."
My First Book about Space (Golden Look-Look Books (Paperback)),"Answers such astronomical questions as &quot;Why don&#39;t we fall off
the earth?&quot;, &quot;Can anybody go near the sun?&quot;, &quot;Do
stars shine forever?&quot;, and &quot;Are there any space
creatures?&quot;"
"Cause of Death : A Writer's Guide to Death, Murder and Forensic Medicine (Howdunit Series)","Part of the Howdunit series. Provides essential details about homicide
and forensic medicine that writers need to create a credible murder
story."
Du bist etwas Besonderes,9
"A Whirlwind Engagemant   City Brides (Harlequin Romance, 3765)",9
Time Out of Joint,9
Danny Boy: The Legend of the Beloved Irish Ballad,"A history of the significance of the popular song &quot;Danny
Boy&quot; discusses the origins of the melody, also known as
&quot;Londonderry Air,&quot; the words as written by Frederick Edward
Weatherly, and various interpretations of the song since the early ..."
Baseball: Startling Stories Behind the Records,"Relates the stories behind a number of record-setting feats in the
history of baseball, in such categories as &quot;Long-ball
Sluggers,&quot; &quot;Age Gaps,&quot; and &quot;Hitting Feats.&quot;"
La Chute,"Confession d&#39;une mauvaise conscience provocante, &quot;La
chute&quot; est un règlement de comptes avec soi-même autant
qu&#39;avec des intellectuels comme Sartre."
"Ich sehe was, was du nicht siehst.","Birgit Vanderbeke erzählt von Deutschland und von Frankreich, von
Abschied und Willkommen in der Ferne, von der Alltäglichkeit der Angst
und der Beiläufigkeit der Abschiede."
Encyclopedia Brown and the Case of the Mysterious Handprints,"The ten-year-old detective continues his war on crime in Idaville
through ten more cases, for which the reader is invited to guess the
solution before it is revealed."
A.A. Seagull,9
Minutes of the Lead Pencil Club,"An entertaining compilation of letters, essays, news items, cartoons,
and testimonials by such writers as Russell Baker, Andre Codrescu, and
Doris Grumbach protests the intrusion of computers and electronic
wizardry into all aspects of life ..."
The Big Book for Our Planet,"More than forty acclaimed children&#39;s book authors and illustrators
join together to create an anthology--whose proceeds will benefit
environmental organizations--of stories, poems, essays, and pictures
that celebrate Earth and call ..."
"Valentine'S Hearts And Flowers (American Romance, No 425)",9
SeÃ±ora de rojo sobre fondo gris,9
Taking Liberties (Black Lace),9
Good News for a Change: How Everyday People are Helping the Planet,"A practical guide for bringing about planetary change shares stories
of ordinary people who managed to make a dent in big problems, such as
Third World villages experimenting in participatory democracy.
Original. 20,000 first printing."
Bert And The Magic Lamp (Sesame Street Good-Night Stories),9
HESTER,9
"The Bloody Sun and \to Keep the Oath\"" (Gregg Press science fiction series)""",9
Early Embraces 2,"The sexy sequel the the national best-seller Early Embraces - an
extraordinary new collection of true life accounts by women of their
&quot;first-time&quot; with another woman."
Federal Jurisdiction,"Some of its many distinguishing features include: clear descriptions
and analysis of the doctrines and policies that determine the
jurisdiction of federal courts direct and engaging writing style that
captures and holds student interest ..."
The White Guard,"The carefree world of the Turkin family is suddenly shattered by the
revolutionary struggles which engulf Kiev"
The Add Hyperactivity Handbook for Schools: Effective Strategies for Identifying and Teaching Add Students in Elementary and Secondary Schools,"Grade level: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, k, p, e, i, s, t."
Blood Road,"A hitchhiker finds herself on a ride into terror when she&#39;s picked
up by a trucker who&#39;s a nocturnal predator prowling the highway
for victims and leaving their remains behind like roadkill. Original."
Nebula Awards 25: Sfwa's Choice for the Best Science Fiction and Fantasy 1989 (Nebula Awards Showcase (Hardcover)),9
Schindler's List,"This nonfiction novel recreates the remarkable activities and courage
of Oskar Schindler, a Catholic German industrialist who gambled
everything to save as many Jews as possible from the Nazi death camps"
This Is My Body: Little Golden Book (Little Critter),"The little critter describes the different parts of his body and how
he uses them."
The Artist's Way Morning Pages Journal: A Companion Volume to the Artist's Way,"Julia Cameron keeps row after row of journals on the wooden bookcase
in her writing room, all containing Morning Pages from more than
twelve years of her life."
Dragon Tempest (Callander's Dragon),"Tom, the librarian, pioneers across a new land having adventures that
include a talking lion, flying dragons, the kidnapping of the
princess, and her rescue"
Leaving Cold Sassy: The Unfinished Sequel to Cold Sassy,"Fifteen chapters of an unfinished sequel to the best-selling novel
&quot;Cold Sassy Tree&quot; are drawn to a conclusion by Burns&#39;
editor, who also reflects on the inspiring life of Olive Ann Burns
Leaving Cold Sassy - a portait of the grown-up Will ..."
"The Secret Of The Desert Stone (The Cooper Kids Adventure Series, Book 5)","Fourteen-year-old Jay and his younger sister Lila accompany their
father to the tiny African nation of Togwana where they experience a
supernatural phenomenon through a mysterious stone."
Sudden Death,"&quot;Carmen Semana loves three things passionately; tennis, money and
professor Harriet Rawls. Just twenty-four, Carmen is at her peak as
one of the world&#39;s top-seeded tennis champions, determined to win
the coveted Grand Slam.&quot;--Back cover."
The Human Factor,9
The Poet Game : A Novel,"Sent to New York to investigate rumors of a terrorist attack, Iranian
agent Sami Amir is set up once he arrives, duped into falling in love
with a beautiful woman, and soon, the true nature of his mission is
revealed."
Whats Beyond Solving Mysteries In Space,9
"Mascherata (Fiction, Poetry and Drama)",9
Who Can Deny Love,9
California Caress,"In an effort to save her brother&#39;s life, Hope Bennett tries to pay
notorious gunslinger Drake Frazier to take his place in a fight, but
the handsome rogue has a higher price in mind--one that does not
involve money"
The House at Pooh Corner,9
Forgiveness and Other Acts of Love,9
Trail of the Fox,9
Valley Song,9
Fortune's Favorites,"In the midst of a disintegrating Republic, the dictator of ancient
Rome, Sulla, retires, the brutally ambitious Pompey appoints himself
Magnus, and a young Caesar emerges as a towering figure to his people,
with his wife, Cimilla, by his ..."
The Children's Ward,9
WHEN ANGELS SPEAK : The Mystical Power Of Intimate Relationships,9
"The 22 Non-Negotiable Laws of Wellness : Take Your Health into Your Own Hands to Feel, Think, and Live Better Than You Ev","And yet, we overlook this fundamental truth every day. A solution
exists. &#39;The 22 Non-Negotiable Laws of Wellness&#39; advocates a
holistic no-nonsense a"
Omnibus,9
Delta Search (Quest for Tomorrow),9
Duino Elegies,9
Moose Goose and Little Nobody,9
Who Rides a Tiger,"Disinherited by her wealthy Aunt Harriet, Susan searches her fourteen
volume diary for clues that may lead to a share, but her readings
convince her that the fortune may be comprised of blood money"
Moonlight Shadows,9
The Church,"Skim the Book of Acts and you&#39;ll find a church that&#39;s bold,
energetic, empowered, unstoppable-a church, in fact, that looks
nothing like the one we have today."
Philadelphia: A Novel,"When Andrew Beckett is fired from a prestigious Philadelphia law firm
because he has AIDS, he convinces Joe Miller, a small-time personal
injuries lawyer, to represent him against his former employers"
Every Crooked Nanny (Callahan Garrity Mysteries (Paperback)),9
The Warmasters,"Three masters of military science fiction present short novels from
their three popular science fiction series, in a volume that includes
David Weber&#39;s &quot;Ms. Midshipwoman Harrington,&quot;
&quot;Choosing Sides by David Drake, and Eric Flint&#39;s &quot;The
..."
Troubling a Star,9
Heiratsschwindel.,9
The Insider's Guide to Getting Published: Why They Always Reject Your Manuscript and What You Can Do About It,"Written by one of the most successful agents and packagers in the book
publishing industry, The Insider&#39;s Guide to Getting Published is a
look at everything an aspiring writer needs to know to jump-start a
career as a successful author."
Praise the Lord Anyway:,9
The Holy Grail,9
The Old Wives' Tale (Modern Library (Paperback)),9
"The Language of Marriage: A Blue Mountain Arts Collection (\Language of ... \"" Series)""","Created by the bestselling poet and artist team of Susan Polis Schutz
and Stephen Schutz, this distinctive series of hardcover books has a
perfect title for every customer."
Silent Witness (Random House Large Print),9
Homecourt Advantage,"After a knockout season, the New York Flyers are poised for the NBA
playoffs, and the players&#39; wives and girlfriends are set to add
their own spin to the proceedings."
Classical Music: An Introduction to Classical Music Through the Great Composers & Their Masterworks,"Surveys classical music from the medieval period to the present,
discusses musical instruments, great composers, and major works, and
suggests recordings"
The Living Trust,"The failproof way to pass along your estate to your heirs without
lawyers, courts, or the probate system."
Ortho's All About Garden Pools and Fountains (Ortho's All About Gardening),9
Bad Land: An American Romance,"Journeys beyond the myth of the American West to reveal the harsh and
desperate realities of the homesteaders&#39; lives, offering an
incisive portrait of the American heartland that redefines the essence
of the American dream. 30,000 first ..."
Baseball Pals (Matt Christopher Sports Classics),"Jimmie learns an important lesson about the misuse of power when he is
elected captain of his baseball team and makes decisions that are not
in the team&#39;s best interests."
The Portable Oscar Wilde (Viking Portable Library),"Includes the following works: Novels—The Portrait of Dorian Gray;
Plays—Salome and The Importance of Being Earnest; Writings—De
Profundis, Critic as Artist, and Phrases and Philosophies for the Use
of the Very Young; and selections ..."
The Last Noel: A Novel,9
Do No Harm,9
Island Of The Dawn,9
"Lonely Planet Philippines (Philippines, 7th ed)",9
GOOD NEWS ABOUT HIGH BLOOD PRESSURE : Everything You Need to Know to Take Control of Hypertension...and Your Life,"Describes new developments in the treatment of hypertension, explores
the range of mainstream therapies, and discusses the advantages and
disadvantages of alternative treatments"
The Road to Mars,9
Finders Keepers (Supreme #60),9
Stories of Hawaii (Tales of the Pacific),13 short stories and other writings of Hawaii.
The Great American Bus Ride: An Intrepid Woman's Cross-Country Adventure,"After living abroad for thirty years, the author returns to her native
America for an insightful journey across the country by bus"
The Challenge,9
Father Melancholy's Daughter,"The novels of Gail Godwin are contemporary classics--evocative,
powerfully affecting, beautifully crafted fiction alive with
endearing, unforgettable characters."
Animal Climbers,9
The further adventures of Sherlock Holmes (World's best reading),"A collection of later Sherlock Holmes stories, continuing the famed
detective&#39;s adventures after his demise in an 1891 story, and
resurrection in 1903."
"And The Bride Vanishes (Harlequin Intrigue, No 435)",9
Open and Shut,"An account of defense attorney Milton Silverman&#39;s involvement in a
bizarre case dealing with incest and murder while under hypnosis
raises the question as to whether a person is responsible for an evil
act which he or she did not intend to ..."
Crime and Punishment (Dover Thrift Editions),"In a timeless story of justice, morality, and redemption, an
impoverished Russian student murders a miserly landlady, a crime that
has severe repercussions on his life and his family as he battles his
conscience."
Small Business Toolkit: Marketing for the Self-Employed (Small Business Toolkit),"Selling yourself Time management This book is organized into three
main sections that are designed to guide the small business owner to
marketing success."
Das grosse Buch der Hexen: Die Geschichte eines Mythos vom Paradies bis heute,9
Sleeping Beauty: Memorial Photography in America,9
Roget's International Thesaurus (Harper Colophon Books),9
Mr Putter and Tabby Walk the Dog,"When their neighbor Mrs. Teaberry hurts her foot, Mr. Putter and his
cat Tabby agree to walk her dog for a week, not knowing what they are
in for."
Audition for Murder,9
Three Minutes or Less: Life Lessons from America's Greatest Writers,"The results have been unpredictable -- cleaver, confessional,
inspiring, hilarious, profound, and all of them entertaining. Seventy-
five essays have been transcribed for the first time, and comprise
this unique anthology."
A Dark and Hungry God Arises: The Gap into Power,9
"Masquerade (Keepsake, No 29)",9
"Pica, Pica Varicela (Coleccion)",9
"Star Wars, Episode IV: A New Hope","When Luke leaves his uncle&#39;s farm on a remote, desolate planet to
seek adventure, he is soon headed directly for a desperate encounter
with evil warriors on the enemy battle station known as the Death Star"
"The Body in the Attic : A Faith Fairchild Mystery (Page, Katherine Hall)",9
The Encyclopedia of Unsolved Mysteries,"In The Encyclopedia of Unsolved Mysteries, Colin Wilson presents an
astonishing variety of unsolved riddles and enduring enigmas to prove
that our everyday world is stranger than we believe, wilder than we
can imagine.*Is the Shroud of ..."
Darkness Casts No Shadow,9
The Blessings of Love,"A joyful heart is the normal result of a heart burning with love.
Mother Teresa"
Shelter Dogs: Amazing Stories of Adopted Strays,"A collection of true stories about the amazing lives of eight shelter
dogs."
Sommerglanz.,9
La mÃ?Â¨re des mondes,9
Morris the Moose (I Can Read Book 1),"Morris, a mixed-up moose, has difficulties differentiating among his
animal colleagues and ultimately learns that not every animal is a
moose. Children&#39;s Choices for 1990 (IRA/CBC)"
An Ordinary Lunacy,9
"The Boyfriend War (Sweet Valley High, No 101)",9
Choke,"Medical school dropout Victor Mancini comes up with a complicated but
ingenious scam to pay for his mother&#39;s elder care, cruises sex
addiction groups for action, and visits his zany mother, whose
Alzheimer&#39;s disease hides the bizarre truth ..."
Ginnie Come Lately,9
Pizza,"This oldest documented pizza recipe, shown on the cover, remains as up
to date as any of the innovative toppings that reflect the current
gourmet status of the humble pie."
Return To Yesterday  (Western Lovers #14),"Return To Yesterday by Annette Broadrick released on Oct 25, 1995 is
available now for purchase."
Guns of the South,9
Ipcress File,"&quot;A dazzling performance . . . A remarkable talent.&quot; The New
York Times Book Review What must a lone spy do to survive? The classic
spy story that reinvigorated a whole genre!"
Mountains are Mountains and Rivers are Rivers : Applying Eastern Teachings to Everyday Life,"Collects the work of some of Zen&#39;s most disciplined writers
including Jack Kornfield, Robert Persig, and Sylvia Boorstein to
address such topics as achieving peace of mind, finding meaningful
work, and improving relationships. Reprint."
Dream-Weaver,"Using her psychic talents, an apprentice dream-weaver learns that
human colonists aboard a spaceship plan to settle on her peaceful
planet."
"Solomon's Golden Temple (The Lion Story Bible, 20)",9
The Vikings and America,"The Vikings and America is a historical detective story of the finest
order, essential for anyone with an interest in the people of the
north."
Death of a Songbird (Birdwatcher's Mysteries),"To escape the upheaval of a birding convention at her luxury Colorado
hotel, Lark Drummond and her friend, Rachel Stanhope, head out on an
afternoon birdwatching expedition, but their trip turns suddenly
dangerous when Lark witnesses the ..."
The Merry Devils,"Nicholas Bracewell, a member of Lord Westfield&#39;s Men, an acting
troupe, investigates the mysterious death of an actor playing a devil
during a performance of the play, &quot;The Merry Devils&quot;"
The Endearment,"A woman&#39;s love is threatened by past secrets in this repackaged
classic from the New York Times bestselling author."
The Keys to the Kingdom: How Michael Eisner Lost His Grip,"The Keys to the Kingdom climaxes with the shocking and incredibly
personal court battle between Eisner and Katzenberg, involving
hundreds of millions of dollars.Kim Masters, coauthor of the New York
Times bestseller Hit &amp; Run, has written a ..."
Falcon Fury,9
Glass Paperweights of the Bergstrom-Mahler Museum,9
"The Brethren (Penguin Readers, Level 5)",9
The Classroom at the End of the Hall,"In nine stories about the peculiar happenings at W. T. Melon
Elementary, Roger is granted three wishes by a chalk dust genie, tidy
Emily meets the Messy Desk Pest, and more. Reprint."
Recluce- Zyklus 11. Sturm der Barbaren.,9
Dreams for Dummies,"&quot;I make use of Penney&#39;s dream interpretations for clarity,
creativity, and decision-making regarding my business, relationships,
and health.&quot; —Cat Gibson, CEO Bobcat Advertising &quot;Dreams For
Dummies is a real standout among dream guides.&quot; ..."
The Stupids Step Out,"When the Stupid family decides to go out, they do so in typically
stupid fashion."
Writing the Script,"This essential guide to writing for the screen goes step-by-step
through the process of getting the script on paper, and then onto the
screen."
First Jobs of the Famous,9
Summer Fill-In (Baby-Sitters Little Sister),9
Song In Night,9
The Last Place,9
Guinness World Records 2003 (Guinness World Records),"Lists records, superlatives, and unusual facts in the areas of fame,
business, crime, the natural world, technology, war, the arts, music,
fashion, and sports."
The Space Telescope: Eyes Above the Atmosphere,"Traces the development of the Hubble Space Telescope, discusses the
reasons for the delays in its deployment, and explains how it will
revolutionize the study of astronomy"
Langenscheidt's Standard German Dictionary: English-German German-English (Langenscheidt Standard Dictionaries),An ant tries to climb as high as the sky.
Mirage,"Julie Gordon, a leading research scientist at the age of 27, has
created the most exciting virtual reality program ever--a computer-
enhanced, 3D voyage into the mind."
Das Schwert der Schatten 1. Das dunkle Herz der Nacht.,9
Feminist Politics and Human Nature (Philosophy & Society),9
Baedeker's London (Baedeker's City Guides),9
"Out Of The Dark (Silhouette Intimate Moments, No 638)",9
Headcrash,"A winner of the Philip K. Dick Award offers a savagely funny look at
life in the fast lane of the information super-highway, where a young
computer programmer learns that no high-tech come-on can be trusted.
Reissue."
"The Monsters Next Door (Bailey City Monsters, No 1)","Annie, Ben, and Jane investigate the strange habits of the owners of
the Hauntly Manor Inn and their spooky young son."
Tales of Old Earth,"A collection of science fiction and fantasy tales includes such
stories as &quot;The Very Pulse of the Machine,&quot; &quot;Scherzo
with Tyrannosaur,&quot; &quot;Radiant Doors,&quot; &quot;Wild
Minds,&quot; and &quot;The Raggle Taggle Gypsy O.&quot;"
Ninety Degrees North: The Quest for the North Pole,"The author of Barrow&#39;s Boys and Killing Degrees details the
incredible journey to the North Pole by a group of intrepid explorers
who survived starvation, sickness, and a shipwreck to reach their
goal."
Journey to the Centre of the Earth (Oxford World's Classics : the Extraordinary Journeys),"This new translation is faithful to the lyricism, verve, and humour of
the original, and is the only annotated edition available."
Queen Amidala (Star Wars Episode I: Journal Series),9
Betray the Night,9
The Last Word on First Names: The Definitive A-Z Guide to the Best and Worst in Baby Names by America's Leading Experts,9
Bride to a Brigand,9
Spiritual notes to myself,9
L'Ami retrouvÃ?Â©,9
SÃ?Â¼den und das Geheimnis der KÃ?Â¶nigin.,9
Hechicero,9
Blood relatives: An 87th precinct mystery,"87th Precinct detectives set out to find the vicious attacker who
killed a seventeen year old girl and wounded another."
Adam's task: Calling animals by name,9
Monsters in Our Midst,9
Acts of Betrayal,"Accused of high treason for his involvement in an IRA plot to
assassinate the queen, Frank Thornton is shocked when the chief
witness against him turns out to be Alistair Scrutton, his law school
chum. Reprint."
The Mist and the Magic (Harper Monogram),"Caitlin MacBride wishes on a sunset for her true love, and when John
Wesley Hawkins walks out of the mists and into her life she knows it
will be forever--until she finds that John is an English spy assigned
to sabotage her Irish homeland."
"Till I Loved You (Special Edition, No 659)",9
Chloe in the Know,9
Why Do Bees Hum: And 265 Other Great Jokes for Kids (Hide-N-Seek Book.),"Orginally published in 5 separate volumes: Riddles, Sports jokes,
Teacher jokes, knock-knocks and Animal jokes."
"Prince Of The City   Manhattan Multiples (Silhouette Special Edition, 1575)",9
Lion's Bride,"Woven with searing sensuality, here is the unforgettable story of a
woman who is carried away by a powerful Lord to a secret stronghold,
where she becomes his prisoner, his tormentor...and his lover."
Kein Kinderspiel.,9
"Rosa's Lie (Sweet Valley High, No. 81)","As a new student at Sweet Valley High, Mexican immigrant Rosa Jameson
decides to start fresh, changing her name to Rose to hide her Latino
heritage, but when her grandmother comes to Sweet Valley for a visit,
Rosa&#39;s cover could be blown."
Les Neuf Vies du chat,9
"The Academy Awards Handbook, 1996 (Academy Awards Handbook)",9
What If? 2: Eminent Historians Imagine What Might Have Been,"A second volume of historical speculation by experts in the field
wonders what if Socrates had died on the battlefield at Delium or
Eisenhower had finished off the Nazis in 1944, among other intriguing
scenarios."
A Trip To The Stars: A Novel,"&quot;A Trip to the Stars&quot; begins in Manhattan when ten-year-old
Loren is kidnapped from his young adoptive aunt, Mala, and over the
next 15 years travels to realms both real and imaginary."
Patterns of Heartbreak: How to Stop Finding Mr. Wrong,9
See You Later Mashed Potater! (Sesame Street : a Growing Up Book),9
The Arrogance of Power: The Secret World of Richard Nixon,"Retraces Richard Nixon&#39;s illustrious and ultimately self-
destructive rise to power, from his early political career to his rise
to the presidency, offering new evidence of his penchant for intrigue
and profiteering."
Men Cry in the Dark,"&quot;An entertaining and realistic novel about relationships,
fatherhood, and interracial dating from the man&#39;s
perspective.&quot;--Jacket."
Baby's Day (Disney Babies),"Presents a fictional account of a typical day in the lives of baby
Mickey, Minnie, Pluto, Goofy, and Donald."
Wager for Love,9
Jessica (Springwater Seasons),9
"The Jaws of Death: Shark As Predator, Man As Prey",9
"Best of Trek, No 13 (Best of Trek)",9
Fat Tuesday (Thomas Black Mysteries),"During the excitement of Fat Tuesday, Seattle&#39;s carnival
celebration, Thomas Black investigates the brutal murder of an
computer software company executive, an investigation that culminates
in a breathtaking chase up the famous Space Needle ..."
"The Tibetan Book of the Dead: Or, the After-Death Experiences on the Bardo Plane, According to Lama Kazi Dawa-Samdup's English Rendering",9
Hunger Point : A Novel,"By turns wickedly funny and heartbreakingly bittersweet, Hunger Point
chronicles Frannie&#39;s triumph over her own self-destructive
tendencies, and offers a powerful exploration of the complex
relationships that bind together a contemporary ..."
HAND ME DOWN GENES AND SECOND-HAND EMOTIONS:OVERCOMING GENETIC CONDTN ALCOHOL,"Offers advice for turning to God to end family patterns of destructive
behavior and emotional problems"
"Baby Christmas (Harlequin American Romance, No 854)",9
One of Ours (Vintage Classics),"The son of a prosperous Nebraska farmer yearns to leave his prairie
home"
The Best of Robert Benchley,"Seventy-two timeless pieces celebrate the humorous side of life&#39;s
annoyances and the author&#39;s suggestions for coping--or not coping
--with them, and address such topics as government imbibing and
Christmas finances."
The Wizard of 4th Street (Questar),"But he has no idea, when he tries to steal them, that the stones have
already chosen him for a great adventure. From the author of the
popular Timewars series."
Celestial Objects for Common Telescopes,9
Wuthering Heights (Penguin Classics),"Wordsworth Classics covers a huge list of beloved works of literature
in English and translations. This growing series is rigorously
updated, with scholarly introductions and notes added to new titles."
